,Name,Sequence Accession,Complete Genome,Segment,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name,Unnamed: 12,coords0,coords1,coords2
1154,HA,CY149252,Yes,4,1737,H3N2,2013-01-10,IRD:Human,USA,Massachusetts,12-13,A/Boston/DOA2-236/2013,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1155,HA,CY149260,Yes,4,1737,H3N2,2013-01-04,IRD:Human,USA,Massachusetts,12-13,A/Boston/DOA2-238/2013,,1.2972261905670166,-1.4917995929718018,2.419651985168457
1156,HA,CY149268,Yes,4,1737,H3N2,2013-01-09,IRD:Human,USA,Massachusetts,12-13,A/Boston/DOA2-239/2013,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1157,HA,CY149276,Yes,4,1737,H3N2,2013-01-08,IRD:Human,USA,Massachusetts,12-13,A/Boston/DOA2-240/2013,,0.8552371859550476,-1.5856605768203735,2.3728818893432617
1158,HA,CY149284,Yes,4,1737,H3N2,2013-01-04,IRD:Human,USA,Massachusetts,12-13,A/Boston/DOA2-241/2013,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1159,HA,CY149292,Yes,4,1737,H3N2,2013-01-04,IRD:Human,USA,Massachusetts,12-13,A/Boston/DOA2-242/2013,,1.087947130203247,-1.4979478120803833,2.400595188140869
1160,HA,CY149300,Yes,4,1737,H3N2,2013-01-10,IRD:Human,USA,Massachusetts,12-13,A/Boston/DOA2-243/2013,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1161,HA,CY149308,Yes,4,1737,H3N2,2013-01-28,IRD:Human,USA,Massachusetts,12-13,A/Boston/DOA2-244/2013,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1162,HA,CY149316,Yes,4,1737,H3N2,2013-01-25,IRD:Human,USA,Massachusetts,12-13,A/Boston/DOA2-245/2013,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1163,HA,CY149324,Yes,4,1737,H3N2,2013-01-26,IRD:Human,USA,Massachusetts,12-13,A/Boston/DOA2-246/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1164,HA,CY111246,Yes,4,1735,H3N2,2011-01-28,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA20/2011(H3N2),,1.3394176959991455,-1.079988718032837,1.2676674127578735
1165,HA,CY116707,Yes,4,1735,H3N2,2011-02-01,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA24/2011,,1.5885212421417236,-1.2759735584259033,1.387586236000061
1166,HA,CY125717,Yes,4,1731,H3N2,2011-02-21,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA27/2011,,2.7772347927093506,-1.0678284168243408,1.4037262201309204
1167,HA,CY134481,Yes,4,1731,H3N2,2011-01-27,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA29/2011,,2.4828150272369385,-0.8592984676361084,1.307294487953186
1168,HA,CY111270,Yes,4,1735,H3N2,2011-02-07,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA32/2011(H3N2),,2.691922903060913,-1.1401779651641846,1.2251354455947876
1169,HA,CY111546,Yes,4,1731,H3N2,2011-02-08,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA33/2011(H3N2),,2.803096055984497,-1.0603868961334229,1.415774941444397
1170,HA,CY134505,Yes,4,1737,H3N2,2011-02-10,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA36/2011,,1.5059998035430908,-1.2121689319610596,1.3087173700332642
1171,HA,CY134513,Yes,4,1731,H3N2,2011-02-12,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA38/2011,,2.898033380508423,-0.8895142078399658,1.2864452600479126
1172,HA,CY134529,Yes,4,1737,H3N2,2011-02-13,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA41/2011,,1.3060963153839111,-1.1150104999542236,1.386412262916565
1173,HA,CY117581,Yes,4,1732,H3N2,2011-02-14,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA42/2011(H3N2),,1.4294469356536865,-1.1085883378982544,1.153769612312317
1174,HA,CY134545,Yes,4,1737,H3N2,2011-02-15,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA45/2011,,1.5059998035430908,-1.2121689319610596,1.3087173700332642
1175,HA,CY134561,Yes,4,1731,H3N2,2011-02-14,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA47/2011,,2.7432825565338135,-0.9664347171783447,1.3752256631851196
1176,HA,CY111302,Yes,4,1732,H3N2,2011-02-16,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA48/2011(H3N2),,1.3060963153839111,-1.1150104999542236,1.386412262916565
1177,HA,CY134577,Yes,4,1731,H3N2,2011-02-18,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA50/2011,,2.854257822036743,-1.0259678363800049,1.3846355676651
1178,HA,CY111310,Yes,4,1735,H3N2,2011-02-18,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA51/2011(H3N2),,1.406991958618164,-1.0450361967086792,1.1850359439849854
1179,HA,CY111318,Yes,4,1735,H3N2,2011-02-18,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA52/2011(H3N2),,1.3644583225250244,-1.1566312313079834,1.0809217691421509
1180,HA,CY134593,Yes,4,1737,H3N2,2011-02-22,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA54/2011,,1.5059998035430908,-1.2121689319610596,1.3087173700332642
1181,HA,CY111326,Yes,4,1735,H3N2,2011-02-21,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA55/2011(H3N2),,1.5059998035430908,-1.2121689319610596,1.3087173700332642
1182,HA,CY111334,Yes,4,1731,H3N2,2011-02-23,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA57/2011(H3N2),,2.803096055984497,-1.0603868961334229,1.415774941444397
1183,HA,CY134601,Yes,4,1737,H3N2,2011-02-24,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA60/2011,,1.2916312217712402,-0.9438176155090332,1.0907936096191406
1184,HA,CY111342,Yes,4,1731,H3N2,2011-02-24,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA61/2011(H3N2),,1.1850063800811768,-0.9185431003570557,1.1702786684036255
1185,HA,CY134609,Yes,4,1737,H3N2,2011-02-25,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA63/2011,,1.3060963153839111,-1.1150104999542236,1.386412262916565
1186,HA,CY111390,Yes,4,1731,H3N2,2011-02-26,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA64/2011(H3N2),,1.3695359230041504,-1.0762691497802734,1.1488208770751953
1187,HA,CY111350,Yes,4,1735,H3N2,2011-02-26,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA66/2011(H3N2),,1.5059998035430908,-1.2121689319610596,1.3087173700332642
1188,HA,CY111358,Yes,4,1731,H3N2,2011-02-28,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA67/2011(H3N2),,1.3060963153839111,-1.1150104999542236,1.386412262916565
1189,HA,CY116715,Yes,4,1734,H3N2,2011-03-01,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA68/2011,,2.803096055984497,-1.0603868961334229,1.415774941444397
1190,HA,CY111366,Yes,4,1735,H3N2,2011-03-02,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA69/2011,,2.8240630626678467,-0.9035125970840454,1.3044192790985107
1191,HA,CY111382,Yes,4,1731,H3N2,2011-03-05,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA71/2011(H3N2),,1.3938994407653809,-1.0891486406326294,0.8168544173240662
1192,HA,CY117589,Yes,4,1731,H3N2,2011-03-09,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA74/2011(H3N2),,2.7572624683380127,-0.9372570514678955,1.3417936563491821
1193,HA,CY111478,Yes,4,1735,H3N2,2011-03-11,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA75/2011,,3.006171464920044,-0.9692871570587158,1.3020683526992798
1194,HA,CY111406,Yes,4,1735,H3N2,2011-03-13,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA77/2011(H3N2),,2.7905819416046143,-0.8708608150482178,1.3706384897232056
1195,HA,CY111414,Yes,4,1735,H3N2,2011-03-14,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA78/2011,,2.803096055984497,-1.0603868961334229,1.415774941444397
1196,HA,CY111422,Yes,4,1731,H3N2,2011-03-12,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA79/2011(H3N2),,1.4710447788238525,-1.0877273082733154,1.2382465600967407
1197,HA,CY111430,Yes,4,1735,H3N2,2011-03-16,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA80/2011,,2.803096055984497,-1.0603868961334229,1.415774941444397
1198,HA,CY111438,Yes,4,1731,H3N2,2011-03-17,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA81/2011(H3N2),,2.854257822036743,-1.0259678363800049,1.3846355676651
1199,HA,CY111446,Yes,4,1732,H3N2,2011-03-17,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA82/2011,,1.2916312217712402,-0.9438176155090332,1.0907936096191406
1200,HA,CY117597,No,4,1731,H3N2,2011-03-21,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA83/2011(H3N2),,2.803096055984497,-1.0603868961334229,1.415774941444397
1201,HA,CY111454,Yes,4,1731,H3N2,2011-03-23,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA85/2011(H3N2),,1.4294469356536865,-1.1085883378982544,1.153769612312317
1202,HA,CY111462,Yes,4,1731,H3N2,2011-03-29,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA86/2011(H3N2),,3.006171464920044,-0.9692871570587158,1.3020683526992798
1203,HA,CY111470,Yes,4,1732,H3N2,2011-04-25,IRD:Human,USA,Massachusetts,10-11,A/Boston/DOA87/2011,,2.7774386405944824,-0.8432762622833252,1.29387366771698
1204,HA,CY125791,Yes,4,1732,H3N2,2012-04-19,IRD:Human,USA,Massachusetts,11-12,A/Boston/DOA94/2012,,1.331225872039795,-1.5981446504592896,1.29736328125
1205,HA,CY167887,Yes,4,1737,H3N2,2012-10-26,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00002/2012,,1.3764994144439697,-1.1536028385162354,2.2437572479248047
1206,HA,CY167895,Yes,4,1737,H3N2,2012-11-27,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00003/2012,,1.3764994144439697,-1.1536028385162354,2.2437572479248047
1207,HA,CY167903,Yes,4,1731,H3N2,2012-12-05,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00004/2012,,2.8382198810577393,-0.7955620288848877,1.2458959817886353
1208,HA,CY167911,Yes,4,1737,H3N2,2012-12-14,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00006/2012,,1.5106689929962158,-0.8661158084869385,2.4669580459594727
1209,HA,CY167919,Yes,4,1737,H3N2,2012-12-18,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00007/2012,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1210,HA,CY167927,Yes,4,1737,H3N2,2012-12-19,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00008/2012,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1211,HA,CY167935,Yes,4,1737,H3N2,2012-12-20,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00009/2012,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1212,HA,CY167943,Yes,4,1737,H3N2,2012-12-20,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00010/2012,,1.5106689929962158,-0.8661158084869385,2.4669580459594727
1213,HA,CY167951,Yes,4,1737,H3N2,2012-12-27,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00011/2012,,1.2260966300964355,-1.2229478359222412,2.239396095275879
1214,HA,CY167959,Yes,4,1737,H3N2,2012-12-27,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00012/2012,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1215,HA,CY167967,Yes,4,1737,H3N2,2012-12-28,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00014/2012,,1.2359678745269775,-0.7941858768463135,2.474921226501465
1216,HA,CY167975,Yes,4,1728,H3N2,2012-12-28,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00015/2012,,2.6263339519500732,-0.5293399095535278,0.9970002770423889
1217,HA,CY167983,Yes,4,1731,H3N2,2012-12-28,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00016/2012,,2.8382198810577393,-0.7955620288848877,1.2458959817886353
1218,HA,CY167991,Yes,4,1737,H3N2,2012-12-29,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00017/2012,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1219,HA,CY167999,Yes,4,1737,H3N2,2012-12-31,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00019/2012,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1220,HA,CY168007,Yes,4,1731,H3N2,2012-12-28,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00020/2012,,2.8382198810577393,-0.7955620288848877,1.2458959817886353
1221,HA,CY168015,Yes,4,1737,H3N2,2012-12-31,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00021/2012,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1222,HA,CY168023,Yes,4,1737,H3N2,2013-01-02,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00022/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1223,HA,CY168031,Yes,4,1737,H3N2,2013-01-03,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00024/2013,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1224,HA,CY168039,Yes,4,1737,H3N2,2013-01-03,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00025/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1225,HA,CY168047,Yes,4,1737,H3N2,2013-01-03,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00026/2013,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1226,HA,CY168055,Yes,4,1737,H3N2,2013-01-03,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00027/2013,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1227,HA,CY168063,Yes,4,1737,H3N2,2013-01-03,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00028/2013,,1.2972261905670166,-1.4917995929718018,2.419651985168457
1228,HA,CY168071,Yes,4,1737,H3N2,2013-01-04,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00030/2013,,1.3155748844146729,-0.7777807712554932,2.5902509689331055
1229,HA,CY168079,Yes,4,1737,H3N2,2013-01-09,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00031/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1230,HA,CY168087,Yes,4,1737,H3N2,2013-01-10,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00035/2013,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1231,HA,CY168103,Yes,4,1731,H3N2,2013-01-11,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00038/2013,,2.8382198810577393,-0.7955620288848877,1.2458959817886353
1232,HA,CY168111,Yes,4,1737,H3N2,2013-01-11,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00039/2013,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1233,HA,CY168119,Yes,4,1737,H3N2,2013-01-11,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00040/2013,,1.2495310306549072,-0.6050454378128052,2.4871225357055664
1234,HA,CY168127,Yes,4,1737,H3N2,2013-01-11,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00041/2013,,1.2653627395629883,-0.5885897874832153,2.535465717315674
1235,HA,CY168135,Yes,4,1737,H3N2,2013-01-12,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00042/2013,,1.190497636795044,-0.5518628358840942,2.4927444458007812
1236,HA,CY168143,Yes,4,1737,H3N2,2013-01-12,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00043/2013,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1237,HA,CY168151,Yes,4,1737,H3N2,2013-01-13,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00044/2013,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1238,HA,CY168159,Yes,4,1737,H3N2,2013-01-13,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00045/2013,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1239,HA,CY168167,Yes,4,1737,H3N2,2013-01-14,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00046/2013,,1.3651490211486816,-1.0273929834365845,1.0677556991577148
1240,HA,CY168175,Yes,4,1737,H3N2,2013-01-15,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00047/2013,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1241,HA,CY168183,Yes,4,1737,H3N2,2013-01-15,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00048/2013,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1242,HA,CY168191,Yes,4,1737,H3N2,2013-01-15,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00049/2013,,1.2671988010406494,-0.6323205232620239,2.560786247253418
1243,HA,CY168199,Yes,4,1737,H3N2,2013-01-18,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00050/2013,,1.3099586963653564,-0.8718669414520264,2.650082588195801
1244,HA,CY168207,Yes,4,1737,H3N2,2013-01-18,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00051/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1245,HA,CY168215,Yes,4,1737,H3N2,2013-01-18,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00052/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1246,HA,CY168223,Yes,4,1737,H3N2,2013-01-21,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00053/2013,,1.0166847705841064,-1.4660545587539673,2.3337488174438477
1247,HA,CY168231,Yes,4,1737,H3N2,2013-01-24,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00054/2013,,1.3642284870147705,-0.6337796449661255,2.681820869445801
1248,HA,CY168239,Yes,4,1737,H3N2,2013-02-01,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00055/2013,,1.4420788288116455,-0.5435220003128052,2.53623104095459
1249,HA,CY168247,Yes,4,1737,H3N2,2013-02-01,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00056/2013,,0.972695529460907,-1.3439871072769165,2.342184066772461
1250,HA,CY168255,Yes,4,1737,H3N2,2013-02-05,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00059/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1251,HA,CY168263,Yes,4,1737,H3N2,2013-02-06,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00060/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1252,HA,CY168271,Yes,4,1737,H3N2,2013-02-06,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00061/2013,,1.2984898090362549,-0.7215044498443604,2.6021976470947266
1253,HA,CY168279,Yes,4,1737,H3N2,2013-02-11,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00062/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1254,HA,CY167788,No,4,1730,H3N2,2013-02-12,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00063/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1255,HA,CY168287,Yes,4,1737,H3N2,2013-02-15,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00064/2013,,1.2058329582214355,-0.4944835603237152,2.5083606243133545
1256,HA,CY168295,Yes,4,1737,H3N2,2013-02-21,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00066/2013,,1.4372742176055908,-1.5564024448394775,2.1833534240722656
1257,HA,CY168303,Yes,4,1737,H3N2,2013-02-26,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00067/2013,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1258,HA,CY168311,Yes,4,1737,H3N2,2013-02-28,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00068/2013,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1259,HA,CY168319,Yes,4,1737,H3N2,2013-01-13,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00070/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1260,HA,CY168327,Yes,4,1737,H3N2,2013-01-13,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00071/2013,,1.2653627395629883,-0.5885897874832153,2.535465717315674
1261,HA,CY167796,No,4,1737,H3N2,2013-01-18,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00073/2013,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1262,HA,CY168335,Yes,4,1737,H3N2,2013-01-18,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00074/2013,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1263,HA,CY168343,Yes,4,1737,H3N2,2013-01-19,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00076/2013,,1.5106689929962158,-0.8661158084869385,2.4669580459594727
1264,HA,CY168351,Yes,4,1737,H3N2,2013-01-19,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00077/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1265,HA,CY168359,Yes,4,1737,H3N2,2013-01-20,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00078/2013,,1.3887550830841064,-1.232717752456665,2.3018417358398438
1266,HA,CY168367,Yes,4,1737,H3N2,2013-01-21,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00079/2013,,1.5428745746612549,-0.7666304111480713,2.6943721771240234
1267,HA,CY168375,Yes,4,1737,H3N2,2013-01-22,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00080/2013,,1.1843701601028442,-0.8126237392425537,2.4330902099609375
1268,HA,CY168383,Yes,4,1737,H3N2,2013-01-23,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00081/2013,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1269,HA,CY168391,Yes,4,1737,H3N2,2013-01-23,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00082/2013,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1270,HA,CY168399,Yes,4,1737,H3N2,2013-01-23,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00083/2013,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1271,HA,CY168407,Yes,4,1737,H3N2,2013-01-25,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00084/2013,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1272,HA,CY168415,Yes,4,1737,H3N2,2013-01-29,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00086/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1273,HA,CY168431,Yes,4,1737,H3N2,2013-02-04,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00088/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1274,HA,CY168439,Yes,4,1737,H3N2,2012-12-19,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00089/2012,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1275,HA,CY168447,Yes,4,1737,H3N2,2012-12-20,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00090/2012,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1276,HA,CY168455,Yes,4,1737,H3N2,2013-02-04,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00091/2013,,1.1900360584259033,-1.3470960855484009,2.352747917175293
1277,HA,CY168463,Yes,4,1737,H3N2,2013-02-01,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00092/2013,,1.4407742023468018,-0.7109677791595459,2.606475830078125
1278,HA,CY168471,Yes,4,1737,H3N2,2012-12-20,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00093/2012,,1.2475006580352783,-1.0049679279327393,2.1265907287597656
1279,HA,CY168479,Yes,4,1737,H3N2,2013-01-31,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00094/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1280,HA,CY168487,Yes,4,1737,H3N2,2013-02-02,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00095/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1281,HA,CY168495,Yes,4,1737,H3N2,2013-01-28,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00096/2013,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1282,HA,CY168503,Yes,4,1737,H3N2,2013-03-23,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00097/2013,,1.0776035785675049,-0.38154467940330505,2.3078384399414062
1283,HA,CY168511,Yes,4,1737,H3N2,2013-04-01,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00098/2013,,1.2112457752227783,-0.604925274848938,2.411752700805664
1284,HA,CY168519,Yes,4,1737,H3N2,2013-04-23,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_00099/2013,,1.2112457752227783,-0.604925274848938,2.411752700805664
1285,HA,CY168527,Yes,4,1737,H3N2,2012-12-19,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_01001/2012,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1286,HA,CY168543,Yes,4,1737,H3N2,2012-12-19,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_01003/2012,,1.3706209659576416,-0.8015120029449463,2.7032556533813477
1287,HA,CY168551,Yes,4,1737,H3N2,2012-12-20,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_01004/2012,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1288,HA,CY168559,Yes,4,1737,H3N2,2012-12-20,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_01005/2012,,1.3471415042877197,-0.7143938541412354,2.665560722351074
1289,HA,CY168567,Yes,4,1737,H3N2,2012-12-20,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_01006/2012,,1.3490469455718994,-0.716482400894165,2.6086273193359375
1290,HA,CY168575,Yes,4,1737,H3N2,2012-12-20,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_01008/2012,,1.0154030323028564,-1.440191388130188,2.386479377746582
1291,HA,CY168583,Yes,4,1737,H3N2,2012-12-20,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_01009/2012,,1.2163383960723877,-1.4739716053009033,2.3151159286499023
1292,HA,CY168591,Yes,4,1737,H3N2,2012-12-20,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_01010/2012,,1.1063377857208252,-1.5673681497573853,2.4460983276367188
1293,HA,CY168599,Yes,4,1737,H3N2,2012-12-21,IRD:Human,USA,Massachusetts,12-13,A/Boston/YGA_01011/2012,,1.1411449909210205,-1.269688367843628,2.201080322265625
